ticker,date,category,agreement_score,directional_agreement,thesis_similarity,avg_target_price,num_models,calls_json,fwd_ret_1m,fwd_ret_3m,fwd_ret_6m
SSD,2022-09-30,small_cap,0.5744,0.75,0.311,72.43,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 65.3, ""thesis"": ""Persistent negative price trajectory (-15.8%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 87.78, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 68.2, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 68.46, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.0937100309768235,0.13439791363015335,0.410942409705423
EXPO,2022-09-30,small_cap,0.4031,0.5,0.2578,84.09,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 70.28, ""thesis"": ""Persistent negative price trajectory (-4.6%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 96.52, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 85.75, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 83.79, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.08657474091683526,0.13293792073742178,0.1386661524224608
FORM,2022-09-30,small_cap,0.4259,0.5,0.3146,23.72,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 21.08, ""thesis"": ""Persistent negative price trajectory (-11.6%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 29.26, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 21.99, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 22.55, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",-0.19321358483026577,-0.11257484154538949,0.24790423876076714
CRVL,2022-09-30,small_cap,0.5739,0.75,0.3097,44.14,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 40.34, ""thesis"": ""Persistent negative price trajectory (-10.2%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 53.57, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 41.13, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 41.53, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.1862313265705472,0.04984467020133103,0.3779527253108787
TKR,2022-09-30,small_cap,0.4114,0.5,0.2784,54.99,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 56.93, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 64.51, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 48.72, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 49.8, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.20748648015501442,0.20211480558324338,0.3902886003104866
POWI,2022-09-30,small_cap,0.5596,0.75,0.2739,62.91,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 62.98, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 70.88, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 62.88, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 54.9, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.03715794273741864,0.11768830987560781,0.31333241948801815
CALM,2022-09-30,small_cap,0.4328,0.5,0.3321,46.03,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 50.38, ""thesis"": ""Strong upward medium-term momentum (+6.7%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 36.86, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 48.79, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 48.1, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.03154220312339305,-0.006061386377159075,0.14177269316956345
PLUS,2022-09-30,small_cap,0.5742,0.75,0.3105,39.09,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 35.62, ""thesis"": ""Persistent negative price trajectory (-10.3%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 47.51, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 36.45, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 36.8, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.17284550932594384,0.06596056386594315,0.20317760254629152
FSS,2022-09-30,small_cap,0.4096,0.5,0.2739,37.66,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 37.85, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 42.21, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 37.75, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 32.81, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.2500000523327534,0.24745437787555377,0.4626422639735255
AMWD,2022-09-30,small_cap,0.5994,0.75,0.3736,97.79,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 102.5, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 82.85, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 104.8, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 101.0, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",,,
ATKR,2022-09-30,small_cap,0.5671,0.75,0.2927,68.1,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 64.87, ""thesis"": ""Persistent negative price trajectory (-10.4%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 73.98, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 66.53, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 67.01, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.22477817710481335,0.4576531012170224,0.8154474497859772
BRC,2022-09-30,small_cap,0.4072,0.5,0.2681,37.41,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 33.86, ""thesis"": ""Persistent negative price trajectory (-9.9%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 38.85, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 41.58, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 35.33, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.10222232801112598,0.134746845803983,0.2956419559439951
CNO,2022-09-30,small_cap,0.4025,0.5,0.2561,16.9,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 13.98, ""thesis"": ""Persistent negative price trajectory (-0.6%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 19.43, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 17.41, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 16.78, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.22760130496280542,0.2794788832602292,0.267062508141085
CSGS,2022-09-30,small_cap,0.3863,0.5,0.2158,100.94,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 115.28, ""thesis"": ""Strong upward medium-term momentum (+0.0%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 99.44, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 88.05, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 101.0, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",,,
ENSG,2022-09-30,small_cap,0.4047,0.5,0.2618,78.87,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 68.88, ""thesis"": ""Persistent negative price trajectory (-5.3%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 92.65, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 82.9, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 71.03, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.1293083773145416,0.1908026083546269,0.19848388928151928
FIX,2022-09-30,small_cap,0.3766,0.5,0.1916,89.5,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 81.42, ""thesis"": ""Persistent negative price trajectory (-3.6%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 95.65, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 84.03, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 96.88, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.26661868785751947,0.18383312982905067,0.5099593015297142
GBCI,2022-09-30,small_cap,0.5412,0.75,0.2281,42.2,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 44.21, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 42.87, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 38.0, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 43.73, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.17335858110862495,0.01808079846074676,-0.1461059788083966
GPI,2022-09-30,small_cap,0.4245,0.5,0.3113,132.96,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 120.28, ""thesis"": ""Persistent negative price trajectory (-18.4%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 163.45, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 122.69, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 125.41, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.21089109713236678,0.2650535358263059,0.5786387596009568
